"","X","age","state.code","county.code","income","sex","education","race","degree","employed","person","county","subregion","lat","long","group"
"3256",1316,28,6,0,0,"female",12,"White only","no 4-year degree",NA,1365,"unknown","san diego",34.0611109685371,-118.132989659952,1
"3257",722,25,6,37,60000,"female",18,"White only","4-year degree",1,835,"los angeles","los angeles",34.1959280454239,-118.529816430527,1
"3258",1657,28,6,0,46161.1303826794,"male",16,"Asian only","4-year degree",1,2078,"unknown","fresno",33.9419351894264,-118.222008693621,1
"3259",562,27,6,0,13218.663048232,"female",12,"White only","no 4-year degree",1,1177,"unknown","san francisco",34.074059332419,-118.374563940117,1
"3260",248,29,6,53,22336.9084406644,"female",12,"White only","no 4-year degree",0,1496,"monterey","monterey",36.3874435062439,-121.256246166478,1
"3261",1241,33,6,67,19548.0982080102,"female",12,"White only","no 4-year degree",1,1444,"sacramento","sacramento",38.4127009493557,-121.512733787214,1
"3262",1391,31,6,0,39407.2734378278,"female",12,"Black only","no 4-year degree",1,1249,"unknown","san diego",34.2270512357052,-118.498249258434,1
"3263",1351,32,6,59,41834.843929857,"male",12,"White only","no 4-year degree",1,885,"orange","orange",33.6446413911113,-117.706721462449,1
"3264",83,33,6,29,60180.7693094015,"male",12,"Asian only","no 4-year degree",1,29,"kern","kern",35.2970072897186,-119.143524457967,1
"3265",1296,35,6,0,0,"female",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",NA,1260,"unknown","san luis obispo",33.7690456416255,-117.711560571208,1
"3266",588,34,6,37,0,"female",12,"Black only","no 4-year degree",NA,472,"los angeles","los angeles",33.8522812318764,-118.372359422107,1
"3267",750,31,6,37,18104.4995957986,"male",20,"Asian only","4-year degree",1,376,"los angeles","los angeles",34.0228694497175,-118.147457598105,1
"3268",265,35,6,37,20137.4037507921,"male",11,"White only","no 4-year degree",0,260,"los angeles","los angeles",34.6214041633076,-117.780083274989,1
"3269",1686,35,6,107,5447.16189801693,"female",16,"White only","4-year degree",NA,2268,"tulare","tulare",36.1772862110598,-118.635193848847,1
"3270",226,27,6,29,0,"female",11,"Black only","no 4-year degree",NA,49,"kern","kern",35.2155515845707,-119.049796774703,1
"3271",588,34,6,37,0,"female",12,"Black only","no 4-year degree",NA,472,"los angeles","los angeles",34.0183009007621,-118.271368415531,1
"3272",1558,28,6,37,47351.1267104186,"male",12,"White only","no 4-year degree",1,547,"los angeles","los angeles",34.0704174020891,-118.279092464634,1
"3273",2140,29,6,61,43146.1235005409,"female",16,"White only","4-year degree",1,1383,"placer","placer",39.0070544713588,-121.118925350048,1
"3274",1286,25,6,73,16411.5363846067,"male",13,"American Indian, Alaskan Native only (AI)","no 4-year degree",0,1673,"san diego","san diego",33.0530017020657,-117.264583900791,1
"3275",1535,26,6,37,0,"female",16,"White only","4-year degree",1,194,"los angeles","los angeles",34.1408038362199,-118.374785626879,1
"3276",60,26,6,0,0,"male",13,"White only","no 4-year degree",NA,1328,"unknown","los angeles",34.1211169133322,-118.126869500959,1
"3277",1648,31,6,37,134749.287934974,"female",16,"White only","4-year degree",1,261,"los angeles","los angeles",34.6088804846483,-118.728630464773,1
"3278",1532,35,6,0,33173.4496173449,"female",13,"White only","no 4-year degree",1,2003,"unknown","sacramento",33.7723983673367,-117.580667521,1
"3279",1963,26,6,7,62356.4619496465,"male",14,"White only","no 4-year degree",1,57,"butte","butte",39.7974430061154,-121.643197467915,1
"3280",676,28,6,37,32131.8816784769,"male",16,"White only","4-year degree",1,521,"los angeles","los angeles",34.1139446161399,-118.092606390359,1
"3281",350,28,6,37,36813.3817351917,"female",16,"White only","4-year degree",1,724,"los angeles","los angeles",34.0129131679755,-118.330765368646,1
"3282",1015,34,6,0,0,"male",14,"White only","no 4-year degree",NA,1308,"unknown","los angeles",39.6974690687036,-121.78215947848,1
"3283",1574,32,6,73,22082.9554707743,"female",11,"White-AI","no 4-year degree",1,1641,"san diego","san diego",33.0380233738497,-117.256401997775,1
"3284",91,33,6,37,21343.2933102362,"male",12,"White only","no 4-year degree",1,369,"los angeles","los angeles",33.9729698539323,-118.250428738597,1
"3285",1582,28,6,37,48449.7579094023,"female",16,"White only","4-year degree",1,348,"los angeles","los angeles",34.0602410028737,-118.094390234823,1
"3286",777,31,6,75,49971.7888773885,"female",18,"White only","4-year degree",1,1874,"san francisco","san francisco",37.7593757126432,-122.407636794983,1
"3287",1469,31,6,37,43847.0752495341,"female",16,"Asian only","4-year degree",1,772,"los angeles","los angeles",34.1172561803804,-118.475177093266,1
"3288",1232,28,6,1,48265.9311802126,"male",16,"Asian only","4-year degree",1,1695,"alameda","alameda",37.5346974970934,-121.653828565998,1
"3289",1212,26,6,37,23183.120052563,"male",14,"White only","no 4-year degree",1,614,"los angeles","los angeles",33.8420324343324,-118.336895744601,1
"3290",157,28,6,87,0,"female",13,"White only","no 4-year degree",NA,2117,"santa cruz","santa cruz",37.0251744896185,-121.855466405483,1
"3291",2050,29,6,37,0,"male",14,"White-AI","no 4-year degree",NA,446,"los angeles","los angeles",34.1707235064814,-118.037783885328,1
"3292",1270,29,6,0,0,"male",14,"White only","no 4-year degree",NA,1186,"unknown","orange",33.9684064462331,-118.333962415569,1
"3293",1096,26,6,67,2253.92199900001,"male",16,"White only","4-year degree",1,1410,"sacramento","sacramento",38.2889060899685,-121.53839071017,1
"3294",1776,28,6,0,122001.966043375,"male",18,"Asian only","4-year degree",1,2001,"unknown","los angeles",34.0220490219136,-118.412636615492,1
"3295",460,31,6,0,74288.7737753335,"female",16,"Asian only","4-year degree",1,2067,"unknown","los angeles",37.8647898427938,-121.392279419309,1
"3296",1591,33,6,59,4544.5329498034,"female",12,"White only","no 4-year degree",1,1003,"orange","orange",33.7168656124663,-117.770499980028,1
"3297",2040,32,6,37,10618.0979767814,"female",13,"White only","no 4-year degree",1,345,"los angeles","los angeles",34.02719397471,-118.436070788738,1
"3298",2157,34,6,0,40000,"male",12,"White only","no 4-year degree",1,1342,"unknown","ventura",34.7039941240938,-119.019203358724,1
"3299",357,25,6,0,0,"female",12,"White only","no 4-year degree",NA,1103,"unknown","san joaquin",34.0732880491985,-118.141216309494,1
"3300",382,28,6,73,0,"male",12,"White only","no 4-year degree",NA,1628,"san diego","san diego",33.036213971762,-117.179961782668,1
"3301",943,35,6,0,46722.1643451601,"female",11,"White only","no 4-year degree",1,1155,"unknown","ventura",34.1185114658128,-118.341259129921,1
"3302",2211,31,6,37,23793.3528307825,"female",13,"White-AI","no 4-year degree",1,542,"los angeles","los angeles",34.200504817269,-118.111290480223,1
"3303",757,33,6,0,84545.4223849811,"male",14,"White-Asian","no 4-year degree",1,1824,"unknown","los angeles",34.048321021871,-118.462403969615,1
"3304",1084,35,6,31,0,"female",16,"White only","4-year degree",NA,166,"kings","kings",36.0206258823946,-119.949739871717,1
"3305",600,28,6,37,20062.042150693,"male",9,"White-AI","no 4-year degree",1,363,"los angeles","los angeles",34.110543694541,-118.455856058391,1
"3306",717,28,6,73,0,"male",12,"White-AI","no 4-year degree",NA,1529,"san diego","san diego",33.3699275046181,-117.350628647562,1
"3307",868,32,6,37,101412.290334702,"female",16,"Asian only","4-year degree",1,776,"los angeles","los angeles",34.1818752480044,-118.450608253174,1
"3308",1797,27,6,0,7558.19143219851,"female",12,"White only","no 4-year degree",1,1293,"unknown","tulare",35.0845444195282,-119.186579396787,1
"3309",1413,27,6,0,35000,"female",16,"White only","4-year degree",1,1145,"unknown","santa barbara",34.6418310741146,-120.080444135904,1
"3310",883,32,6,37,65394.945573993,"female",16,"Asian only","4-year degree",1,254,"los angeles","los angeles",33.7612509833266,-118.238996888451,1
"3311",2184,32,6,59,46447.7068711072,"female",12,"White only","no 4-year degree",1,904,"orange","orange",33.6793622504451,-117.53868278605,1
"3312",2000,25,6,0,28121.3120216737,"male",13,"White only","no 4-year degree",0,77,"unknown","san francisco",34.0617190044282,-118.440402755578,1
"3313",697,27,6,1,25569.2614471167,"male",14,"White only","no 4-year degree",1,1711,"alameda","alameda",37.5624034841458,-121.737920908335,1
"3314",689,34,6,1,0,"female",16,"Asian only","4-year degree",NA,1798,"alameda","alameda",37.6844432927728,-122.020244555272,1
"3315",1454,35,6,73,37065.4264949262,"male",16,"Asian only","4-year degree",1,1508,"san diego","san diego",33.126032131443,-117.065830986734,1
"3316",1014,35,6,37,48000,"male",14,"White only","no 4-year degree",1,616,"los angeles","los angeles",33.9946510171139,-118.069673668479,1
"3317",2175,31,6,59,62609.4555174932,"female",16,"White only","4-year degree",1,1023,"orange","orange",33.6896612225159,-117.722901908551,1
"3318",769,35,6,0,150000,"male",16,"American Indian, Alaskan Native only (AI)","4-year degree",1,97,"unknown","alameda",37.5419461726098,-121.952574737599,1
"3319",1986,33,6,0,41382.968992833,"male",12,"White only","no 4-year degree",1,1313,"unknown","santa barbara",34.0340533673352,-118.387819353655,1
"3320",1434,30,6,37,548.179972926155,"male",16,"Black only","4-year degree",1,682,"los angeles","los angeles",34.0744665350191,-118.109858024541,1
"3321",1887,28,6,0,151822.926759254,"male",16,"Asian only","4-year degree",1,1976,"unknown","orange",34.0686299993458,-118.307922264032,1
"3322",1810,30,6,1,41111.6995960474,"male",18,"Black only","4-year degree",1,1709,"alameda","alameda",37.6979836394612,-122.036928492036,1
"3323",186,34,6,59,78364.2245884985,"male",13,"White only","no 4-year degree",1,961,"orange","orange",33.8501895566048,-117.793399396155,1
"3324",366,30,6,37,150000,"male",16,"White only","4-year degree",1,793,"los angeles","los angeles",34.2605370875623,-118.202810578314,1
"3325",1584,33,6,1,15981.9214409217,"female",16,"White only","4-year degree",1,1802,"alameda","alameda",37.6007456173465,-121.822073742379,1
"3326",2239,28,6,73,65193.679594202,"male",18,"White only","4-year degree",1,1618,"san diego","san diego",32.7239853321991,-116.317258883099,1
"3327",638,33,6,37,20000,"male",14,"Asian only","no 4-year degree",1,478,"los angeles","los angeles",33.9504122618316,-118.412292285162,1
"3328",1524,28,6,31,0,"female",11,"White only","no 4-year degree",NA,162,"kings","kings",36.1019858180143,-119.83995109369,1
"3329",498,33,6,95,0,"male",12,"Asian only","no 4-year degree",0,2238,"solano","solano",38.1741188678496,-121.993892193439,1
"3330",1491,31,6,0,57682.4109395966,"male",16,"White only","4-year degree",1,1182,"unknown","los angeles",33.6781290117863,-117.729145980714,1
"3331",92,26,6,0,18766.8072851375,"male",16,"White only","4-year degree",1,86,"unknown","san joaquin",36.2041493565312,-119.865498274895,1
"3332",565,26,6,111,83064.6414984949,"male",16,"White only","4-year degree",1,1057,"ventura","ventura",34.6535946022699,-119.113645614149,1
"3333",573,31,6,37,95890.1097115595,"male",18,"White only","4-year degree",1,276,"los angeles","los angeles",33.9274997452691,-118.260356787673,1
"3334",436,25,6,37,0,"male",14,"White only","no 4-year degree",NA,386,"los angeles","los angeles",33.9181945219812,-118.249741242172,1
"3335",985,30,6,7,0,"female",12,"White only","no 4-year degree",NA,63,"butte","butte",39.7669318807094,-121.710432954902,1
"3336",323,31,6,77,48993.421721505,"male",14,"White only","no 4-year degree",1,2207,"san joaquin","san joaquin",37.8860515444844,-121.011879019151,1
"3337",1724,27,6,37,20733.1108264625,"female",13,"White only","no 4-year degree",1,318,"los angeles","los angeles",34.5274044458021,-117.866742672971,1
"3338",1168,25,6,37,13500,"male",12,"White only","no 4-year degree",1,428,"los angeles","los angeles",34.0273764977149,-118.306730086203,1
"3339",977,26,6,59,37586.3970145583,"male",12,"White only","no 4-year degree",1,877,"orange","orange",33.7499678334957,-117.818360458269,1
"3340",1663,34,6,0,53931.983086979,"female",16,"White only","4-year degree",1,1979,"unknown","orange",34.0263757742478,-118.379098023095,1
"3341",575,34,6,29,44741.9643753301,"male",13,"Asian only","no 4-year degree",1,31,"kern","kern",35.380821995091,-118.837515123708,1
"3342",506,27,6,67,3257.59594221599,"female",13,"Asian only","no 4-year degree",NA,1384,"sacramento","sacramento",38.3253199381816,-121.483788960905,1
"3343",2107,30,6,0,0,"female",13,"White only","no 4-year degree",NA,1228,"unknown","los angeles",36.9977449920811,-121.887446170072,1
"3344",1196,31,6,67,47540.545322746,"male",12,"White only","no 4-year degree",1,1465,"sacramento","sacramento",38.4271042799639,-121.358417197868,1
"3345",1480,28,6,77,8579.20770635828,"female",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,2189,"san joaquin","san joaquin",38.0075524213851,-121.410750298715,1
"3346",357,25,6,0,0,"female",12,"White only","no 4-year degree",NA,1103,"unknown","san joaquin",34.0048860500462,-118.199510537313,1
"3347",1517,32,6,19,217651.077900082,"male",20,"White only","4-year degree",1,134,"fresno","fresno",36.9557934644102,-119.593318067714,1
"3348",387,30,6,95,0,"female",16,"Asian only","4-year degree",NA,2230,"solano","solano",38.231985644635,-121.759600696579,1
"3349",1635,33,6,37,43130.8736423962,"male",13,"White only","no 4-year degree",1,244,"los angeles","los angeles",34.1231822234479,-118.467700377875,1
"3350",744,27,6,113,2017.34059331939,"male",12,"Asian only","no 4-year degree",1,1470,"yolo","yolo",38.42097045819,-121.66273942208,1
"3351",1562,27,6,75,26132.0560522377,"female",18,"Asian only","4-year degree",1,1908,"san francisco","san francisco",37.747661213895,-122.384778107124,1
"3352",278,26,6,0,12000,"male",16,"White only","4-year degree",NA,1303,"unknown","kings",36.0588502905675,-119.862808483862,1
"3353",1312,26,6,0,72150.8265154436,"male",13,"White only","no 4-year degree",1,1226,"unknown","san diego",33.9923260620744,-118.273472992759,1
"3354",1959,32,6,37,24860.355388606,"female",12,"White only","no 4-year degree",1,695,"los angeles","los angeles",34.0798957623046,-118.255650566699,1
"3355",2241,29,6,0,27404.0173273534,"female",16,"White only","4-year degree",1,1363,"unknown","san diego",33.7138819947018,-117.765696866924,1
"3356",904,30,6,19,70186.5497147664,"female",18,"White only","4-year degree",1,114,"fresno","fresno",36.7493767536612,-120.008253489077,1
"3357",169,30,6,37,14709.0303981677,"male",9,"White only","no 4-year degree",1,455,"los angeles","los angeles",34.0746171048954,-118.628757862873,1
"3358",175,27,6,111,42579.7682963312,"male",16,"White only","4-year degree",1,1059,"ventura","ventura",34.4910438148633,-119.049456308065,1
"3359",2074,33,6,37,82102.652711561,"male",12,"American Indian, Alaskan Native only (AI)","no 4-year degree",1,211,"los angeles","los angeles",33.9935060908174,-118.152299241572,1
"3360",1647,33,6,1,7000,"female",9,"White only","no 4-year degree",1,1765,"alameda","alameda",37.6085521113151,-121.739836961081,1
"3361",56,33,6,0,17213.2222500164,"female",18,"White only","4-year degree",1,84,"unknown","orange",33.7577197433336,-118.236639573968,1
"3362",730,32,6,81,63816.941591911,"female",18,"White-AI","4-year degree",1,1912,"san mateo","san mateo",37.5731401126769,-122.299354856056,1
"3363",83,33,6,29,60000,"male",12,"Asian only","no 4-year degree",1,29,"kern","kern",35.2392544837641,-119.66344497379,1
"3364",1597,35,6,99,0,"male",12,"White only","no 4-year degree",NA,1028,"stanislaus","stanislaus",37.5786033261506,-121.137942482397,1
"3365",284,31,6,37,46688.3276710287,"male",11,"Black only","no 4-year degree",1,611,"los angeles","los angeles",34.2644039022364,-118.523035140941,1
"3366",295,26,6,73,19849.0908090025,"female",12,"White only","no 4-year degree",1,1580,"san diego","san diego",33.0620096767603,-117.224015013982,1
"3367",2005,35,6,95,12891.8684449513,"female",14,"White-Asian","no 4-year degree",1,2235,"solano","solano",38.2409039804298,-121.882875905081,1
"3368",1739,28,6,0,13626.3471407443,"male",13,"White only","no 4-year degree",1,1159,"unknown","los angeles",33.4927052613532,-117.658144584579,1
"3369",693,25,6,37,21886.3252010196,"female",16,"White only","4-year degree",0,322,"los angeles","los angeles",34.3645622779625,-118.30839655372,1
